order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at,product_id,unit_price,quantity,discount
10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-28 18:25:01.788675,2025-01-28 18:25:02.493581,2025-01-28 18:25:02.485549,,1738088702494,,1738088701700,17,31.2,15,0.25
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-01-28 18:25:01.788782,2025-01-28 18:25:02.493787,2025-01-28 18:25:02.485549,,1738088702494,,1738088701700,75,6.2,30,0
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-01-28 18:25:01.788888,2025-01-28 18:25:02.493999,2025-01-28 18:25:02.485549,,1738088702494,,1738088701700,35,14.4,4,0
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-01-28 18:25:01.789057,2025-01-28 18:25:02.494293,2025-01-28 18:25:02.485549,,1738088702494,,1738088701700,57,15.6,2,0
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-01-28 18:25:01.789169,2025-01-28 18:25:02.494502,2025-01-28 18:25:02.485549,,1738088702495,,1738088701700,72,27.8,3,0
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-28 18:25:01.789277,2025-01-28 18:25:02.494706,2025-01-28 18:25:02.485549,,1738088702495,,1738088701700,67,11.2,5,0.25
10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-28 18:25:01.789384,2025-01-28 18:25:02.494910,2025-01-28 18:25:02.485549,,1738088702495,,1738088701700,53,26.2,36,0.2
10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-28 18:25:01.789550,2025-01-28 18:25:02.495164,2025-01-28 18:25:02.485549,,1738088702495,,1738088701700,62,39.4,40,0
10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-01-28 18:25:01.789666,2025-01-28 18:25:02.495377,2025-01-28 18:25:02.485549,,1738088702495,,1738088701700,46,9.6,15,0.15
10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2025-01-28 18:25:01.789844,2025-01-28 18:25:02.495580,2025-01-28 18:25:02.485549,,1738088702496,,1738088701700,68,10,3,0.1
10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-01-28 18:25:01.789919,2025-01-28 18:25:02.495785,2025-01-28 18:25:02.485549,,1738088702496,,1738088701700,64,26.6,9,0
10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,2025-01-28 18:25:01.790018,2025-01-28 18:25:02.495991,2025-01-28 18:25:02.485549,,1738088702496,,1738088701700,77,10.4,10,0
10291,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,2025-01-28 18:25:01.790187,2025-01-28 18:25:02.496260,2025-01-28 18:25:02.485549,,1738088702496,,1738088701700,51,42.4,2,0.1
10292,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,2025-01-28 18:25:01.790295,2025-01-28 18:25:02.496593,2025-01-28 18:25:02.485549,,1738088702497,,1738088701700,20,64.8,20,0
10293,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-01-28 18:25:01.790404,2025-01-28 18:25:02.496812,2025-01-28 18:25:02.485549,,1738088702497,,1738088701700,75,6.2,6,0
10294,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-28 18:25:01.790512,2025-01-28 18:25:02.497014,2025-01-28 18:25:02.485549,,1738088702497,,1738088701700,75,6.2,6,0
10295,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,2025-01-28 18:25:01.790684,2025-01-28 18:25:02.497237,2025-01-28 18:25:02.485549,,1738088702497,,1738088701700,56,30.4,4,0
10296,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-01-28 18:25:01.790796,2025-01-28 18:25:02.497656,2025-01-28 18:25:02.485549,,1738088702498,,1738088701700,69,28.8,15,0
10297,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-01-28 18:25:01.790905,2025-01-28 18:25:02.497878,2025-01-28 18:25:02.485549,,1738088702498,,1738088701700,72,27.8,20,0
10298,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-01-28 18:25:01.790985,2025-01-28 18:25:02.498218,2025-01-28 18:25:02.485549,,1738088702498,,1738088701700,62,39.4,15,0
10299,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-01-28 18:25:01.791049,2025-01-28 18:25:02.498429,2025-01-28 18:25:02.485549,,1738088702498,,1738088701700,70,12,20,0
10300,MAGAA,2,1996-09-09,1996-10-07,1996-09-18,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,2025-01-28 18:25:01.791198,2025-01-28 18:25:02.498631,2025-01-28 18:25:02.485549,,1738088702499,,1738088701700,68,10,20,0
10301,WANDK,8,1996-09-09,1996-10-07,1996-09-17,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-01-28 18:25:01.791319,2025-01-28 18:25:02.498838,2025-01-28 18:25:02.485549,,1738088702499,,1738088701700,56,30.4,20,0
10302,SUPRD,4,1996-09-10,1996-10-08,1996-10-09,2,6.27,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,2025-01-28 18:25:01.791432,2025-01-28 18:25:02.499043,2025-01-28 18:25:02.485549,,1738088702499,,1738088701700,43,36.8,12,0
10303,GODOS,7,1996-09-11,1996-10-09,1996-09-18,2,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,2025-01-28 18:25:01.791542,2025-01-28 18:25:02.499319,2025-01-28 18:25:02.485549,,1738088702499,,1738088701700,68,10,15,0.1
10304,TORTU,1,1996-09-12,1996-10-10,1996-09-17,2,63.79,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-01-28 18:25:01.791651,2025-01-28 18:25:02.499525,2025-01-28 18:25:02.485549,,1738088702500,,1738088701700,71,17.2,2,0
10305,OLDWO,8,1996-09-13,1996-10-11,1996-10-09,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,2025-01-28 18:25:01.791759,2025-01-28 18:25:02.499828,2025-01-28 18:25:02.485549,,1738088702500,,1738088701700,39,14.4,30,0.1
10306,ROMEY,1,1996-09-16,1996-10-14,1996-09-23,3,7.56,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-01-28 18:25:01.791862,2025-01-28 18:25:02.500044,2025-01-28 18:25:02.485549,,1738088702500,,1738088701700,54,5.9,5,0
10307,LONEP,2,1996-09-17,1996-10-15,1996-09-25,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,2025-01-28 18:25:01.791971,2025-01-28 18:25:02.500297,2025-01-28 18:25:02.485549,,1738088702500,,1738088701700,68,10,3,0
10308,ANATR,7,1996-09-18,1996-10-16,1996-09-24,3,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,2025-01-28 18:25:01.792080,2025-01-28 18:25:02.500507,2025-01-28 18:25:02.485549,,1738088702501,,1738088701700,70,12,5,0
10309,HUNGO,3,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-01-28 18:25:01.792249,2025-01-28 18:25:02.500712,2025-01-28 18:25:02.485549,,1738088702501,,1738088701700,71,17.2,3,0
10310,THEBI,8,1996-09-20,1996-10-18,1996-09-27,2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,2025-01-28 18:25:01.792342,2025-01-28 18:25:02.500924,2025-01-28 18:25:02.485549,,1738088702501,,1738088701700,62,39.4,5,0
10311,DUMON,1,1996-09-20,1996-10-04,1996-09-26,3,24.69,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,2025-01-28 18:25:01.792448,2025-01-28 18:25:02.501227,2025-01-28 18:25:02.485549,,1738088702501,,1738088701700,69,28.8,7,0
10312,WANDK,2,1996-09-23,1996-10-21,1996-10-03,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-01-28 18:25:01.792558,2025-01-28 18:25:02.501439,2025-01-28 18:25:02.485549,,1738088702501,,1738088701700,75,6.2,10,0
10313,QUICK,2,1996-09-24,1996-10-22,1996-10-04,2,1.96,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-28 18:25:01.792668,2025-01-28 18:25:02.501646,2025-01-28 18:25:02.485549,,1738088702502,,1738088701700,36,15.2,12,0
10314,RATTC,1,1996-09-25,1996-10-23,1996-10-04,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-28 18:25:01.793142,2025-01-28 18:25:02.501853,2025-01-28 18:25:02.485549,,1738088702502,,1738088701700,62,39.4,25,0.1
10315,ISLAT,4,1996-09-26,1996-10-24,1996-10-03,2,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2025-01-28 18:25:01.793294,2025-01-28 18:25:02.502054,2025-01-28 18:25:02.485549,,1738088702502,,1738088701700,70,12,30,0
10316,RATTC,1,1996-09-27,1996-10-25,1996-10-08,3,150.15,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-28 18:25:01.793459,2025-01-28 18:25:02.502299,2025-01-28 18:25:02.485549,,1738088702502,,1738088701700,62,39.4,70,0
10317,LONEP,6,1996-09-30,1996-10-28,1996-10-10,1,12.69,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,2025-01-28 18:25:01.793603,2025-01-28 18:25:02.502512,2025-01-28 18:25:02.485549,,1738088702503,,1738088701700,1,14.4,20,0
10318,ISLAT,8,1996-10-01,1996-10-29,1996-10-04,2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2025-01-28 18:25:01.793712,2025-01-28 18:25:02.502715,2025-01-28 18:25:02.485549,,1738088702503,,1738088701700,76,14.4,6,0
10319,TORTU,7,1996-10-02,1996-10-30,1996-10-11,3,64.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-01-28 18:25:01.793821,2025-01-28 18:25:02.502921,2025-01-28 18:25:02.485549,,1738088702503,,1738088701700,76,14.4,30,0
10320,WARTH,5,1996-10-03,1996-10-17,1996-10-18,3,34.57,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-01-28 18:25:01.793930,2025-01-28 18:25:02.503182,2025-01-28 18:25:02.485549,,1738088702503,,1738088701700,71,17.2,30,0
10321,ISLAT,3,1996-10-03,1996-10-31,1996-10-11,2,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2025-01-28 18:25:01.794067,2025-01-28 18:25:02.503390,2025-01-28 18:25:02.485549,,1738088702503,,1738088701700,35,14.4,10,0
10322,PERIC,7,1996-10-04,1996-11-01,1996-10-23,3,0.4,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,2025-01-28 18:25:01.794157,2025-01-28 18:25:02.503598,2025-01-28 18:25:02.485549,,1738088702504,,1738088701700,52,5.6,20,0
10323,KOENE,4,1996-10-07,1996-11-04,1996-10-14,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,2025-01-28 18:25:01.794258,2025-01-28 18:25:02.503804,2025-01-28 18:25:02.485549,,1738088702504,,1738088701700,39,14.4,4,0
10324,SAVEA,9,1996-10-08,1996-11-05,1996-10-10,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2025-01-28 18:25:01.794367,2025-01-28 18:25:02.504007,2025-01-28 18:25:02.485549,,1738088702504,,1738088701700,63,35.1,80,0.15
10325,KOENE,1,1996-10-09,1996-10-23,1996-10-14,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,2025-01-28 18:25:01.794476,2025-01-28 18:25:02.504264,2025-01-28 18:25:02.485549,,1738088702504,,1738088701700,72,27.8,40,0
10326,BOLID,4,1996-10-10,1996-11-07,1996-10-14,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,2025-01-28 18:25:01.794609,2025-01-28 18:25:02.504474,2025-01-28 18:25:02.485549,,1738088702504,,1738088701700,75,6.2,50,0
10327,FOLKO,2,1996-10-11,1996-11-08,1996-10-14,1,63.36,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2025-01-28 18:25:01.794690,2025-01-28 18:25:02.504680,2025-01-28 18:25:02.485549,,1738088702505,,1738088701700,58,10.6,30,0.2
10328,FURIB,4,1996-10-14,1996-11-11,1996-10-17,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,2025-01-28 18:25:01.794754,2025-01-28 18:25:02.504886,2025-01-28 18:25:02.485549,,1738088702505,,1738088701700,68,10,10,0
10329,SPLIR,4,1996-10-15,1996-11-26,1996-10-23,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,2025-01-28 18:25:01.794816,2025-01-28 18:25:02.505173,2025-01-28 18:25:02.485549,,1738088702505,,1738088701700,56,30.4,12,0.05
10330,LILAS,3,1996-10-16,1996-11-13,1996-10-28,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-01-28 18:25:01.794878,2025-01-28 18:25:02.505388,2025-01-28 18:25:02.485549,,1738088702505,,1738088701700,72,27.8,25,0.15
10331,BONAP,9,1996-10-16,1996-11-27,1996-10-21,1,10.19,Bon app',"12, rue des Bouchers",Marseille,,13008,France,2025-01-28 18:25:01.794940,2025-01-28 18:25:02.505594,2025-01-28 18:25:02.485549,,1738088702506,,1738088701700,54,5.9,15,0
10332,MEREP,3,1996-10-17,1996-11-28,1996-10-21,2,52.84,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,2025-01-28 18:25:01.795002,2025-01-28 18:25:02.505797,2025-01-28 18:25:02.485549,,1738088702506,,1738088701700,47,7.6,16,0.2
10333,WARTH,5,1996-10-18,1996-11-15,1996-10-25,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-01-28 18:25:01.795144,2025-01-28 18:25:02.506003,2025-01-28 18:25:02.485549,,1738088702506,,1738088701700,71,17.2,40,0.1
10334,VICTE,8,1996-10-21,1996-11-18,1996-10-28,2,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,2025-01-28 18:25:01.795277,2025-01-28 18:25:02.506273,2025-01-28 18:25:02.485549,,1738088702506,,1738088701700,68,10,10,0
10335,HUNGO,7,1996-10-22,1996-11-19,1996-10-24,2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-01-28 18:25:01.795387,2025-01-28 18:25:02.506496,2025-01-28 18:25:02.485549,,1738088702507,,1738088701700,51,42.4,48,0.2
10336,PRINI,7,1996-10-23,1996-11-20,1996-10-25,2,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,2025-01-28 18:25:01.795496,2025-01-28 18:25:02.506705,2025-01-28 18:25:02.485549,,1738088702507,,1738088701700,4,17.6,18,0.1
10337,FRANK,4,1996-10-24,1996-11-21,1996-10-29,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-01-28 18:25:01.795605,2025-01-28 18:25:02.506908,2025-01-28 18:25:02.485549,,1738088702507,,1738088701700,72,27.8,25,0
10338,OLDWO,4,1996-10-25,1996-11-22,1996-10-29,3,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,2025-01-28 18:25:01.795790,2025-01-28 18:25:02.507198,2025-01-28 18:25:02.485549,,1738088702507,,1738088701700,30,20.7,15,0
10339,MEREP,2,1996-10-28,1996-11-25,1996-11-04,2,15.66,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,2025-01-28 18:25:01.795904,2025-01-28 18:25:02.507411,2025-01-28 18:25:02.485549,,1738088702507,,1738088701700,62,39.4,28,0
10340,BONAP,1,1996-10-29,1996-11-26,1996-11-08,3,166.31,Bon app',"12, rue des Bouchers",Marseille,,13008,France,2025-01-28 18:25:01.796012,2025-01-28 18:25:02.507613,2025-01-28 18:25:02.485549,,1738088702508,,1738088701700,43,36.8,40,0.05
10341,SIMOB,7,1996-10-29,1996-11-26,1996-11-05,3,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,2025-01-28 18:25:01.796091,2025-01-28 18:25:02.507825,2025-01-28 18:25:02.485549,,1738088702508,,1738088701700,59,44,9,0.15
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-01-28 18:25:01.796165,2025-01-28 18:25:02.508029,2025-01-28 18:25:02.485549,,1738088702508,,1738088701700,55,19.2,40,0.2
10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-28 18:25:01.796316,2025-01-28 18:25:02.508326,2025-01-28 18:25:02.485549,,1738088702508,,1738088701700,76,14.4,15,0
10344,WHITC,4,1996-11-01,1996-11-29,1996-11-05,2,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2025-01-28 18:25:01.796426,2025-01-28 18:25:02.508540,2025-01-28 18:25:02.485549,,1738088702509,,1738088701700,8,32,70,0.25
10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-28 18:25:01.796534,2025-01-28 18:25:02.508743,2025-01-28 18:25:02.485549,,1738088702509,,1738088701700,42,11.2,9,0
10346,RATTC,3,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-28 18:25:01.796647,2025-01-28 18:25:02.509023,2025-01-28 18:25:02.485549,,1738088702509,,1738088701700,56,30.4,20,0
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,2025-01-28 18:25:01.796799,2025-01-28 18:25:02.509302,2025-01-28 18:25:02.485549,,1738088702509,,1738088701700,75,6.2,6,0.15
10348,WANDK,4,1996-11-07,1996-12-05,1996-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-01-28 18:25:01.796914,2025-01-28 18:25:02.509551,2025-01-28 18:25:02.485549,,1738088702510,,1738088701700,23,7.2,25,0
10349,SPLIR,7,1996-11-08,1996-12-06,1996-11-15,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,2025-01-28 18:25:01.796998,2025-01-28 18:25:02.509803,2025-01-28 18:25:02.485549,,1738088702510,,1738088701700,54,5.9,24,0
10350,LAMAI,6,1996-11-11,1996-12-09,1996-12-03,2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,2025-01-28 18:25:01.797063,2025-01-28 18:25:02.510007,2025-01-28 18:25:02.485549,,1738088702510,,1738088701700,69,28.8,18,0.1
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-01-28 18:25:01.797124,2025-01-28 18:25:02.510296,2025-01-28 18:25:02.485549,,1738088702510,,1738088701700,65,16.8,10,0.05
10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,2025-01-28 18:25:01.797184,2025-01-28 18:25:02.510507,2025-01-28 18:25:02.485549,,1738088702511,,1738088701700,54,5.9,20,0.15
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,2025-01-28 18:25:01.797244,2025-01-28 18:25:02.510715,2025-01-28 18:25:02.485549,,1738088702511,,1738088701700,38,210.8,50,0.2
